Register_No,Batch,Sex,Age,Address,Mother Education,Father Education,Financial Status,SSLC marks,PUC marks,BE_marks,Number of failures,Bad habits,Study time,Activities,Sports,Health,Scholarships
4RA16EC066,16,male,21,Rural,SSLC,Degree,Medium,80,74,69,0,Yes,3,Yes,Yes,Good,Yes
4RA16EC067,16,male,21,Rural,SSLC,SSLC,Poor,51,58,52,0,Yes,2,No,Yes,Good,No
4RA16EC068,16,male,21,Rural,SSLC,PUC/Diploma,Medium,47,46,61,0,Yes,1,No,No,Poor,No
4RA16EC069,16,female,21,Rural,Degree,PUC/Diploma,Rich,63,74,68,0,Yes,4,Yes,No,Poor,Yes
4RA16EC070,16,male,21,Urban,PUC/Diploma,SSLC,Medium,82,90,75,0,Yes,1,Yes,Yes,Good,Yes
4RA16EC071,16,male,21,Rural,SSLC,PUC/Diploma,Medium,39,53,65,0,Yes,5,Yes,Yes,Good,Yes
4RA16EC072,16,female,23,Urban,PUC/Diploma,PUC/Diploma,Rich,34,43,31,2,No,2,Yes,Yes,Poor,No
4RA16EC073,16,male,21,Rural,SSLC,Degree,Medium,89,76,71,0,No,4,No,Yes,Good,Yes
4RA16EC074,16,male,20,Urban,SSLC,PUC/Diploma,Poor,57,55,42,0,No,3,No,Yes,Poor,Yes
4RA16EC075,16,male,21,Urban,SSLC,SSLC,Poor,50,65,72,0,No,5,Yes,Yes,Good,Yes
4RA16EE002,16,male,21,Urban,SSLC,PUC/Diploma,Medium,56,50,58,0,Yes,1,Yes,Yes,Good,Yes
4RA16EE003,16,female,21,Rural,SSLC,PUC/Diploma,Medium,76,72,59,0,No,3,No,No,Good,No
4RA16EE004,16,male,23,Rural,SSLC,PUC/Diploma,Medium,34,35,28,2,Yes,5,Yes,No,Good,No
4RA16EE005,16,male,21,Urban,PUC/Diploma,SSLC,Medium,58,68,78,0,No,1,Yes,No,Poor,No
4RA16EE006,16,female,21,Urban,SSLC,PUC/Diploma,Rich,93,87,74,0,No,2,Yes,Yes,Good,Yes
4RA16EE007,16,female,21,Rural,Degree,SSLC,Medium,85,85,80,0,Yes,4,Yes,Yes,Good,No
4RA16EE008,16,male,21,Rural,SSLC,SSLC,Medium,81,67,64,0,No,4,No,No,Good,No
4RA16EE009,16,male,21,Urban,PUC/Diploma,SSLC,Medium,56,66,57,0,Yes,2,No,No,Good,No
4RA16EE010,16,female,21,Rural,SSLC,SSLC,Medium,59,68,66,0,Yes,4,No,Yes,Good,Yes
4RA16EE011,16,male,21,Rural,SSLC,SSLC,Rich,64,60,55,0,Yes,2,No,Yes,Good,Yes
4RA16EE012,16,female,21,Rural,SSLC,PUC/Diploma,Medium,84,89,74,0,Yes,4,No,Yes,Poor,No
4RA16EE013,16,male,21,Rural,PUC/Diploma,PUC/Diploma,Medium,96,90,77,0,No,4,Yes,No,Poor,No
4RA16EE014,16,female,21,Urban,Degree,PUC/Diploma,Medium,69,78,70,0,Yes,1,Yes,Yes,Good,No
4RA16EE015,16,male,21,Urban,PUC/Diploma,PUC/Diploma,Poor,80,85,78,0,No,3,No,No,Good,Yes
4RA16EE016,16,male,21,Rural,SSLC,SSLC,Rich,77,68,64,0,Yes,5,No,Yes,Good,No
4RA16EE017,16,male,21,Urban,Degree,SSLC,Rich,51,58,63,0,No,2,Yes,Yes,Good,Yes
4RA16EE018,16,male,22,Urban,SSLC,PUC/Diploma,Medium,34,49,51,1,No,5,Yes,Yes,Good,Yes
4RA16EE019,16,female,21,Rural,SSLC,SSLC,Medium,90,90,77,0,Yes,1,No,No,Good,No
4RA16EE020,16,female,22,Rural,PUC/Diploma,PUC/Diploma,Rich,39,31,49,1,No,5,No,No,Poor,Yes
4RA16EE021,16,female,21,Urban,PUC/Diploma,PUC/Diploma,Medium,96,87,75,0,No,5,No,No,Good,Yes
4RA16EE022,16,female,21,Rural,Degree,SSLC,Rich,96,85,73,0,No,1,No,Yes,Good,Yes
4RA16EE023,16,female,21,Rural,SSLC,PUC/Diploma,Medium,65,64,56,0,No,5,Yes,Yes,Poor,No
4RA16EE024,16,male,21,Urban,PUC/Diploma,PUC/Diploma,Poor,52,46,57,0,No,5,No,No,Poor,No
4RA16EE025,16,female,21,Urban,Degree,SSLC,Medium,48,41,55,0,Yes,2,No,Yes,Good,Yes
4RA16EE026,16,male,21,Urban,SSLC,PUC/Diploma,Medium,72,70,76,0,No,3,Yes,No,Good,No
4RA16EE027,16,female,21,Urban,PUC/Diploma,PUC/Diploma,Poor,92,85,80,0,No,1,Yes,Yes,Good,Yes
4RA16EE028,16,male,21,Rural,PUC/Diploma,Degree,Medium,81,68,53,0,Yes,4,No,No,Good,Yes
4RA16EE029,16,female,21,Rural,SSLC,PUC/Diploma,Medium,91,84,76,0,Yes,4,Yes,Yes,Good,Yes
4RA16EE030,16,female,21,Rural,PUC/Diploma,Degree,Poor,83,88,84,0,No,4,No,Yes,Poor,Yes
4RA16EE031,16,male,21,Rural,PUC/Diploma,PUC/Diploma,Rich,94,91,73,0,No,4,No,Yes,Good,Yes
4RA16EE032,16,female,21,Urban,SSLC,PUC/Diploma,Medium,35,22,47,1,Yes,1,No,No,Good,Yes
4RA16EE033,16,female,21,Urban,SSLC,PUC/Diploma,Medium,56,70,83,0,Yes,1,No,No,Good,Yes
4RA16EE034,16,male,21,Rural,Degree,PUC/Diploma,Rich,89,78,74,0,Yes,5,Yes,No,Good,Yes
4RA16EE035,16,male,21,Rural,Degree,PUC/Diploma,Rich,65,60,55,0,No,2,No,No,Good,Yes
4RA16EE036,16,male,21,Rural,Degree,Degree,Medium,66,51,47,0,No,4,No,Yes,Good,No
4RA16EE037,16,female,20,Rural,SSLC,PUC/Diploma,Medium,71,57,57,0,Yes,5,No,No,Good,Yes
4RA16EE038,16,female,21,Urban,PUC/Diploma,SSLC,Poor,43,45,42,0,Yes,5,Yes,Yes,Poor,No
4RA16EE039,16,male,21,Rural,SSLC,PUC/Diploma,Medium,88,93,81,0,No,3,Yes,Yes,Good,No
4RA16EE040,16,male,21,Rural,Degree,PUC/Diploma,Poor,95,82,72,0,Yes,2,No,No,Good,No
4RA16EE041,16,female,22,Urban,SSLC,PUC/Diploma,Rich,40,25,45,1,No,2,No,Yes,Poor,No
4RA16EE042,16,male,21,Rural,SSLC,SSLC,Rich,55,49,35,0,No,3,No,Yes,Good,No
4RA16EE043,16,male,22,Rural,PUC/Diploma,PUC/Diploma,Medium,38,44,30,1,Yes,2,No,Yes,Good,Yes
4RA16EE044,16,female,21,Rural,PUC/Diploma,PUC/Diploma,Medium,88,80,74,0,No,4,No,No,Good,Yes
4RA16EE045,16,female,24,Urban,Degree,PUC/Diploma,Medium,33,30,29,3,No,5,No,No,Good,Yes
4RA16EE047,16,female,21,Rural,PUC/Diploma,PUC/Diploma,Medium,80,80,82,0,Yes,2,Yes,No,Good,No
4RA16EE048,16,male,21,Urban,SSLC,Degree,Poor,61,65,73,0,Yes,1,Yes,No,Poor,No
4RA16EE049,16,female,22,Rural,SSLC,SSLC,Medium,36,43,28,1,Yes,4,Yes,Yes,Good,No
4RA16EE050,16,male,21,Rural,SSLC,PUC/Diploma,Rich,67,52,58,0,No,5,Yes,Yes,Good,Yes
4RA16EE051,16,female,22,Rural,PUC/Diploma,SSLC,Rich,35,48,34,1,No,1,Yes,No,Good,Yes
4RA16EE052,16,female,21,Urban,PUC/Diploma,SSLC,Poor,69,56,56,0,No,3,Yes,Yes,Good,Yes
4RA16EE053,16,female,21,Urban,Degree,PUC/Diploma,Poor,89,90,82,0,Yes,2,Yes,Yes,Good,Yes
4RA16EE055,16,female,21,Rural,Degree,Degree,Medium,69,59,68,0,Yes,5,No,Yes,Poor,No
4RA16EE056,16,male,21,Urban,Degree,SSLC,Medium,66,64,70,0,No,5,No,No,Good,No
4RA16EE057,16,male,21,Rural,SSLC,PUC/Diploma,Medium,48,44,36,0,Yes,1,Yes,No,Good,No
4RA16EE058,16,female,21,Rural,SSLC,PUC/Diploma,Poor,89,93,72,0,Yes,2,No,Yes,Poor,No
4RA16EE059,16,male,21,Urban,PUC/Diploma,SSLC,Medium,36,47,58,0,No,5,No,Yes,Good,Yes
4RA16EE060,16,male,21,Urban,PUC/Diploma,Degree,Poor,56,63,69,0,No,4,No,Yes,Good,Yes
4RA16EE061,16,female,21,Urban,SSLC,PUC/Diploma,Medium,91,86,80,0,No,5,Yes,Yes,Good,Yes
4RA16EE062,16,male,21,Urban,Degree,PUC/Diploma,Poor,82,68,83,0,No,1,No,Yes,Good,No
4RA16EE063,16,male,21,Urban,SSLC,PUC/Diploma,Medium,88,73,65,0,No,4,Yes,No,Good,Yes
4RA16EE064,16,female,21,Rural,SSLC,SSLC,Medium,94,79,64,0,No,3,Yes,No,Good,Yes
4RA16EE065,16,male,21,Rural,SSLC,PUC/Diploma,Medium,96,92,92,0,Yes,5,Yes,No,Good,No
4RA16EE066,16,male,21,Urban,Degree,PUC/Diploma,Medium,53,59,71,0,No,1,Yes,No,Good,Yes
4RA16EE067,16,male,21,Rural,Degree,PUC/Diploma,Rich,80,89,88,0,No,1,Yes,No,Good,No
4RA16EE068,16,male,21,Urban,SSLC,SSLC,Medium,62,70,65,0,Yes,3,Yes,No,Good,No
4RA16EE069,16,female,21,Rural,SSLC,SSLC,Poor,76,86,75,0,No,3,No,No,Good,Yes
4RA16EE070,16,female,21,Rural,SSLC,PUC/Diploma,Medium,89,81,71,0,No,5,Yes,Yes,Good,Yes
4RA16EE071,16,male,21,Urban,PUC/Diploma,PUC/Diploma,Poor,65,78,77,0,Yes,1,Yes,No,Good,No
4RA16EE072,16,male,22,Rural,PUC/Diploma,PUC/Diploma,Rich,33,39,40,1,No,4,No,No,Good,No
4RA16EE073,16,female,21,Rural,PUC/Diploma,SSLC,Poor,58,71,59,0,Yes,4,Yes,No,Good,No
4RA16EE074,16,female,23,Urban,PUC/Diploma,PUC/Diploma,Medium,42,27,33,2,No,2,No,No,Good,Yes
4RA16IS001,16,male,21,Urban,SSLC,SSLC,Medium,50,60,66,0,Yes,4,Yes,Yes,Good,No
4RA16IS002,16,female,21,Urban,SSLC,SSLC,Poor,51,41,37,0,Yes,5,No,Yes,Poor,Yes
4RA16IS004,16,female,21,Rural,PUC/Diploma,PUC/Diploma,Medium,47,62,76,0,No,5,Yes,No,Poor,Yes
4RA16IS005,16,male,21,Urban,SSLC,PUC/Diploma,Poor,66,60,64,0,Yes,1,Yes,No,Good,Yes
4RA16IS006,16,female,21,Urban,PUC/Diploma,SSLC,Poor,87,85,81,0,No,5,No,Yes,Poor,Yes
4RA16IS007,16,female,21,Rural,SSLC,Degree,Poor,47,52,52,0,Yes,3,Yes,No,Poor,No
4RA16IS008,16,female,21,Urban,SSLC,SSLC,Poor,49,53,56,0,No,4,Yes,No,Good,Yes
4RA16IS009,16,male,21,Rural,Degree,SSLC,Medium,43,56,49,0,Yes,2,No,No,Good,No
4RA16IS010,16,female,21,Rural,PUC/Diploma,Degree,Medium,72,79,78,0,No,3,Yes,Yes,Good,Yes
4RA16IS011,16,male,21,Rural,SSLC,Degree,Medium,53,62,65,0,No,3,Yes,No,Good,No
4RA16IS012,16,male,21,Urban,SSLC,Degree,Medium,39,42,46,0,No,4,No,No,Good,No
4RA16IS013,16,female,21,Rural,PUC/Diploma,PUC/Diploma,Medium,43,49,50,0,Yes,2,Yes,Yes,Good,No
4RA16IS014,16,female,21,Rural,PUC/Diploma,PUC/Diploma,Poor,69,70,70,0,No,5,No,Yes,Good,Yes
4RA16IS015,16,female,21,Rural,PUC/Diploma,PUC/Diploma,Poor,93,91,91,0,No,2,Yes,Yes,Good,Yes
4RA16IS016,16,male,21,Urban,SSLC,PUC/Diploma,Medium,60,56,56,0,Yes,3,Yes,Yes,Good,Yes
4RA16IS017,16,male,21,Urban,Degree,Degree,Medium,50,60,69,0,No,4,Yes,No,Good,No
4RA16IS018,16,male,21,Rural,PUC/Diploma,PUC/Diploma,Poor,53,54,58,0,No,4,No,No,Poor,Yes
4RA16IS020,16,male,21,Rural,SSLC,Degree,Medium,95,83,74,0,No,4,No,No,Good,No
4RA16IS021,16,female,22,Urban,SSLC,SSLC,Medium,35,31,50,1,No,4,Yes,No,Good,Yes
4RA16IS022,16,female,21,Urban,PUC/Diploma,PUC/Diploma,Medium,77,82,78,0,No,3,No,No,Poor,No
4RA16IS024,16,female,21,Urban,PUC/Diploma,PUC/Diploma,Rich,65,63,59,0,No,3,No,Yes,Good,Yes
4RA16IS025,16,male,21,Urban,SSLC,Degree,Poor,79,85,77,0,Yes,1,No,No,Poor,No
4RA16IS026,16,female,21,Rural,SSLC,PUC/Diploma,Poor,81,72,65,0,No,3,Yes,No,Good,Yes
4RA16IS027,16,male,21,Urban,Degree,PUC/Diploma,Rich,80,79,73,0,Yes,4,No,Yes,Good,No
4RA16IS028,16,male,21,Rural,SSLC,Degree,Medium,82,83,70,0,Yes,2,Yes,No,Poor,Yes
4RA16IS029,16,male,21,Urban,SSLC,PUC/Diploma,Rich,72,86,80,0,Yes,1,No,Yes,Good,No
4RA16IS030,16,female,21,Rural,PUC/Diploma,PUC/Diploma,Poor,86,81,76,0,Yes,4,Yes,Yes,Good,No
4RA16IS032,16,male,21,Rural,PUC/Diploma,PUC/Diploma,Rich,92,85,73,0,Yes,2,No,Yes,Good,No
4RA16IS033,16,female,21,Rural,SSLC,SSLC,Medium,86,76,81,0,No,3,Yes,No,Good,Yes
4RA16IS034,16,male,21,Rural,PUC/Diploma,PUC/Diploma,Medium,48,40,55,0,No,1,No,No,Good,No
4RA16IS035,16,male,21,Urban,SSLC,PUC/Diploma,Medium,51,65,62,0,Yes,5,Yes,No,Good,No
4RA16IS036,16,female,22,Urban,PUC/Diploma,PUC/Diploma,Medium,34,52,64,1,Yes,5,Yes,Yes,Poor,Yes
4RA16IS037,16,female,22,Rural,SSLC,PUC/Diploma,Medium,47,38,29,1,No,5,No,No,Good,No
4RA16IS038,16,female,21,Urban,Degree,PUC/Diploma,Medium,75,74,81,0,No,3,Yes,No,Poor,Yes
4RA16IS039,16,male,21,Rural,PUC/Diploma,Degree,Rich,70,72,82,0,No,5,Yes,Yes,Good,Yes
4RA16IS040,16,female,21,Urban,SSLC,Degree,Medium,77,63,78,0,No,4,No,No,Good,Yes
4RA16IS041,16,male,21,Rural,SSLC,PUC/Diploma,Medium,54,42,47,0,No,3,No,No,Good,Yes
4RA16IS042,16,female,20,Urban,SSLC,SSLC,Rich,50,52,61,0,No,5,Yes,Yes,Good,No
4RA16IS043,16,female,21,Rural,SSLC,PUC/Diploma,Rich,81,85,85,0,Yes,4,No,Yes,Poor,No
4RA16IS044,16,male,21,Rural,SSLC,PUC/Diploma,Rich,71,86,69,0,No,2,Yes,Yes,Poor,Yes
4RA16IS045,16,male,21,Urban,Degree,Degree,Poor,46,54,62,0,Yes,2,No,No,Good,No
4RA16IS046,16,female,21,Urban,SSLC,Degree,Medium,87,80,69,0,No,2,Yes,No,Good,No
4RA16IS047,16,female,21,Rural,SSLC,PUC/Diploma,Medium,78,82,71,0,Yes,4,Yes,Yes,Good,No
4RA16IS048,16,male,21,Urban,SSLC,PUC/Diploma,Poor,47,56,64,0,No,2,No,Yes,Good,No
4RA16IS049,16,male,21,Urban,Degree,PUC/Diploma,Medium,60,61,46,0,Yes,3,Yes,Yes,Good,Yes
4RA16IS050,16,male,21,Urban,SSLC,PUC/Diploma,Medium,45,43,56,0,No,3,No,Yes,Good,Yes
4RA16IS051,16,female,21,Urban,PUC/Diploma,Degree,Medium,53,62,64,0,Yes,5,No,Yes,Good,Yes
4RA16IS052,16,female,21,Rural,PUC/Diploma,PUC/Diploma,Poor,95,93,74,0,No,1,No,No,Good,Yes
4RA16IS053,16,female,21,Rural,PUC/Diploma,SSLC,Medium,77,66,51,0,No,5,Yes,No,Good,No
4RA16IS054,16,female,21,Rural,SSLC,PUC/Diploma,Rich,54,63,60,0,Yes,4,Yes,Yes,Good,Yes
4RA16IS057,16,female,21,Urban,SSLC,PUC/Diploma,Rich,87,86,82,0,Yes,1,Yes,Yes,Good,No
4RA16IS058,16,female,21,Urban,SSLC,PUC/Diploma,Medium,95,80,70,0,No,3,Yes,No,Good,Yes
4RA16IS059,16,female,22,Urban,PUC/Diploma,Degree,Medium,37,39,34,1,No,5,Yes,Yes,Poor,Yes
4RA16IS060,16,male,21,Urban,SSLC,PUC/Diploma,Medium,89,84,71,0,No,3,No,No,Good,No
4RA16IS061,16,male,22,Rural,PUC/Diploma,Degree,Poor,49,38,33,1,No,2,Yes,Yes,Good,No
4RA16IS062,16,female,21,Urban,SSLC,SSLC,Poor,65,73,69,0,Yes,3,No,Yes,Good,Yes
4RA16IS063,16,male,21,Rural,SSLC,SSLC,Medium,47,37,46,0,Yes,2,Yes,Yes,Good,Yes
4RA16IS064,16,female,21,Urban,PUC/Diploma,SSLC,Medium,85,90,76,0,No,2,Yes,Yes,Poor,No
4RA16IS065,16,male,21,Urban,SSLC,SSLC,Medium,46,44,46,0,Yes,3,Yes,Yes,Good,No
4RA16IS066,16,female,20,Rural,PUC/Diploma,Degree,Medium,57,64,49,0,Yes,4,No,Yes,Poor,No
4RA16IS067,16,female,21,Rural,PUC/Diploma,SSLC,Medium,90,81,78,0,No,3,Yes,No,Poor,No
4RA16IS068,16,female,21,Urban,SSLC,Degree,Medium,72,85,74,0,Yes,2,No,No,Good,Yes
4RA16IS069,16,female,21,Rural,SSLC,SSLC,Rich,44,49,61,0,No,4,Yes,Yes,Poor,No
4RA16IS070,16,female,21,Urban,PUC/Diploma,Degree,Medium,39,37,36,0,No,2,No,No,Good,Yes
4RA16IS071,16,female,21,Urban,SSLC,SSLC,Rich,63,76,69,0,No,2,Yes,Yes,Good,Yes
4RA16IS072,16,female,21,Urban,Degree,PUC/Diploma,Medium,56,64,67,0,No,2,No,No,Poor,Yes
4RA16IS073,16,female,21,Rural,PUC/Diploma,SSLC,Poor,48,63,62,0,No,5,No,No,Poor,Yes
4RA16IS074,16,male,21,Urban,SSLC,SSLC,Poor,62,61,60,0,No,3,No,Yes,Good,Yes
4RA16IS075,16,male,21,Rural,PUC/Diploma,SSLC,Medium,92,92,90,0,No,2,No,No,Good,Yes
4RA16ME001,16,female,21,Urban,Degree,SSLC,Medium,51,44,52,0,No,5,No,No,Good,Yes
4RA16ME003,16,male,21,Urban,Degree,SSLC,Medium,58,49,45,0,No,4,Yes,No,Good,No
4RA16ME004,16,male,21,Urban,PUC/Diploma,PUC/Diploma,Medium,92,91,72,0,Yes,2,No,No,Good,Yes
4RA16ME005,16,female,20,Rural,PUC/Diploma,PUC/Diploma,Poor,49,58,68,0,No,4,No,No,Good,Yes
4RA16ME006,16,female,21,Urban,PUC/Diploma,Degree,Medium,64,65,68,0,Yes,3,No,No,Good,Yes
4RA16ME007,16,female,21,Urban,SSLC,PUC/Diploma,Medium,69,63,53,0,No,2,No,No,Good,No
4RA16ME008,16,male,22,Rural,SSLC,SSLC,Poor,34,55,68,1,Yes,3,Yes,Yes,Good,Yes
4RA16ME009,16,male,21,Urban,PUC/Diploma,Degree,Medium,92,93,79,0,Yes,5,No,No,Good,Yes
4RA16ME010,16,female,21,Rural,PUC/Diploma,Degree,Rich,82,91,74,0,Yes,3,No,Yes,Good,No
4RA16ME011,16,female,21,Rural,SSLC,SSLC,Medium,51,51,36,0,Yes,4,Yes,Yes,Good,Yes
4RA16ME012,16,female,21,Rural,SSLC,PUC/Diploma,Poor,63,70,56,0,Yes,2,Yes,No,Good,Yes
4RA16ME013,16,female,21,Urban,SSLC,PUC/Diploma,Medium,68,60,55,0,Yes,2,Yes,No,Good,Yes
4RA16ME014,16,male,21,Rural,Degree,SSLC,Medium,68,75,61,0,Yes,2,Yes,No,Good,Yes
4RA16ME015,16,male,21,Urban,SSLC,PUC/Diploma,Medium,83,91,78,0,Yes,4,No,No,Good,No
4RA16ME016,16,female,20,Urban,SSLC,PUC/Diploma,Medium,62,51,46,0,Yes,1,No,Yes,Good,No
4RA16ME017,16,male,21,Urban,PUC/Diploma,PUC/Diploma,Rich,81,68,71,0,Yes,1,Yes,Yes,Good,Yes
4RA16ME018,16,female,21,Rural,SSLC,PUC/Diploma,Rich,88,79,72,0,Yes,1,No,Yes,Good,Yes
4RA16ME019,16,female,21,Rural,Degree,SSLC,Rich,52,47,40,0,No,3,No,No,Good,No
4RA16ME020,16,male,21,Urban,SSLC,SSLC,Medium,55,65,60,0,Yes,2,Yes,No,Good,No
4RA16ME021,16,male,22,Rural,PUC/Diploma,SSLC,Medium,84,81,73,0,No,4,No,No,Good,Yes
4RA16ME022,16,male,21,Urban,SSLC,PUC/Diploma,Medium,49,36,47,0,No,3,No,No,Poor,Yes
4RA16ME023,16,female,21,Rural,PUC/Diploma,PUC/Diploma,Medium,87,91,82,0,Yes,4,Yes,Yes,Good,Yes
4RA16ME024,16,female,21,Urban,SSLC,SSLC,Rich,53,56,44,0,Yes,3,Yes,No,Good,No
4RA16ME025,16,male,22,Urban,SSLC,SSLC,Medium,39,26,52,1,Yes,2,Yes,Yes,Good,Yes
4RA16ME026,16,female,21,Urban,Degree,PUC/Diploma,Rich,50,62,64,0,No,5,Yes,Yes,Good,No
4RA16ME027,16,male,21,Rural,SSLC,SSLC,Rich,65,60,50,0,No,5,No,Yes,Good,Yes
4RA16ME028,16,female,21,Urban,PUC/Diploma,Degree,Medium,84,82,72,0,No,3,No,No,Good,No
4RA16ME029,16,female,21,Urban,SSLC,Degree,Medium,52,61,49,0,No,5,Yes,Yes,Good,No
4RA16ME030,16,female,21,Rural,SSLC,Degree,Medium,71,59,49,0,Yes,2,No,Yes,Poor,Yes
4RA16ME031,16,female,21,Rural,SSLC,SSLC,Rich,56,62,55,0,Yes,3,Yes,Yes,Good,No
4RA16ME032,16,male,21,Urban,PUC/Diploma,PUC/Diploma,Rich,51,66,52,0,No,5,No,No,Good,Yes
4RA16ME033,16,male,22,Rural,PUC/Diploma,PUC/Diploma,Medium,36,36,34,1,Yes,1,No,Yes,Poor,Yes
4RA16ME034,16,male,21,Rural,PUC/Diploma,PUC/Diploma,Medium,92,90,78,0,Yes,5,No,Yes,Good,Yes
4RA16ME035,16,female,21,Rural,SSLC,Degree,Poor,51,49,36,0,No,3,No,Yes,Good,Yes
4RA16ME036,16,female,22,Urban,PUC/Diploma,Degree,Medium,46,39,24,1,Yes,4,No,Yes,Good,No
4RA16ME037,16,male,21,Rural,SSLC,SSLC,Medium,79,80,75,0,Yes,1,No,Yes,Good,No
4RA16ME038,16,female,21,Rural,SSLC,Degree,Medium,52,48,54,0,No,4,Yes,No,Good,Yes
4RA16ME039,16,male,21,Urban,Degree,PUC/Diploma,Medium,48,55,70,0,Yes,3,No,No,Good,Yes
4RA16ME040,16,male,21,Rural,SSLC,PUC/Diploma,Medium,67,54,49,0,Yes,1,No,Yes,Good,No
4RA16ME041,16,male,21,Urban,PUC/Diploma,SSLC,Medium,87,92,70,0,No,4,Yes,No,Poor,No
4RA16ME043,16,female,21,Rural,PUC/Diploma,SSLC,Medium,77,82,72,0,Yes,2,Yes,Yes,Poor,Yes
4RA16ME044,16,female,21,Urban,SSLC,PUC/Diploma,Poor,37,44,52,0,Yes,1,No,No,Good,Yes
4RA16ME045,16,male,20,Rural,SSLC,PUC/Diploma,Medium,64,65,72,0,No,1,Yes,Yes,Poor,Yes
4RA16ME046,16,male,21,Rural,Degree,SSLC,Rich,55,55,49,0,Yes,4,Yes,Yes,Good,Yes
4RA16ME047,16,female,21,Rural,PUC/Diploma,SSLC,Medium,35,44,36,0,No,5,Yes,Yes,Good,Yes
4RA16ME048,16,male,23,Rural,SSLC,SSLC,Medium,36,32,29,2,No,3,No,No,Poor,No
4RA16ME050,16,male,21,Rural,Degree,PUC/Diploma,Poor,35,50,60,0,No,5,No,No,Good,Yes
4RA16ME051,16,female,21,Rural,Degree,PUC/Diploma,Medium,40,53,57,0,No,4,No,Yes,Good,Yes
4RA16ME052,16,male,21,Rural,SSLC,SSLC,Poor,52,59,45,0,No,2,No,No,Good,No
4RA16ME053,16,male,21,Rural,SSLC,PUC/Diploma,Rich,58,55,66,0,Yes,3,Yes,No,Poor,No
4RA16ME054,16,male,21,Rural,PUC/Diploma,SSLC,Medium,66,74,72,0,Yes,3,Yes,No,Good,Yes
4RA16ME055,16,female,22,Rural,SSLC,PUC/Diploma,Medium,34,36,47,1,No,5,Yes,No,Good,No
4RA16ME056,16,female,21,Urban,PUC/Diploma,Degree,Medium,63,52,65,0,Yes,1,Yes,Yes,Good,Yes
4RA16ME057,16,female,22,Rural,SSLC,Degree,Medium,39,30,41,1,No,4,No,Yes,Good,No
4RA16ME058,16,male,21,Rural,PUC/Diploma,SSLC,Medium,66,79,83,0,Yes,3,No,Yes,Poor,No
4RA16ME059,16,male,21,Urban,PUC/Diploma,SSLC,Medium,54,47,54,0,Yes,5,No,No,Good,Yes
4RA16ME060,16,female,21,Urban,PUC/Diploma,PUC/Diploma,Medium,41,52,59,0,Yes,4,No,Yes,Poor,Yes
4RA16ME061,16,male,21,Rural,PUC/Diploma,SSLC,Medium,71,79,72,0,Yes,2,No,No,Good,Yes
4RA16ME062,16,male,21,Rural,Degree,PUC/Diploma,Rich,79,70,69,0,No,4,No,Yes,Poor,Yes
4RA16ME063,16,male,21,Rural,SSLC,PUC/Diploma,Medium,84,88,69,0,Yes,1,Yes,No,Good,Yes
4RA16ME064,16,female,23,Urban,SSLC,Degree,Medium,47,32,25,2,Yes,2,Yes,No,Poor,No
4RA16ME065,16,male,21,Rural,SSLC,PUC/Diploma,Poor,72,83,79,0,No,4,Yes,No,Good,No
4RA16ME066,16,male,21,Urban,PUC/Diploma,SSLC,Rich,39,35,37,0,No,5,Yes,Yes,Good,No
4RA16ME067,16,female,21,Urban,PUC/Diploma,Degree,Medium,88,91,69,0,No,2,Yes,No,Good,No
4RA16ME068,16,female,20,Rural,SSLC,PUC/Diploma,Medium,72,67,71,0,Yes,2,No,Yes,Good,Yes
4RA16ME069,16,male,21,Urban,SSLC,PUC/Diploma,Rich,56,67,53,0,No,1,No,No,Poor,No
4RA16ME070,16,female,20,Urban,SSLC,SSLC,Poor,43,53,60,0,No,5,Yes,Yes,Good,No
4RA16ME072,16,male,21,Urban,SSLC,PUC/Diploma,Medium,80,80,77,0,Yes,5,No,Yes,Poor,Yes
4RA16ME073,16,male,21,Rural,SSLC,PUC/Diploma,Medium,85,76,65,0,No,3,No,No,Good,Yes
4RA16ME074,16,female,21,Rural,SSLC,PUC/Diploma,Medium,73,62,75,0,No,2,No,No,Good,No
4RA16ME075,16,male,21,Urban,PUC/Diploma,PUC/Diploma,Medium,84,81,75,0,Yes,4,Yes,No,Good,Yes
4RA17CS001,17,female,20,Urban,PUC/Diploma,PUC/Diploma,Poor,43,57,50,0,Yes,1,Yes,No,Good,Yes
4RA17CS002,17,male,21,Rural,SSLC,PUC/Diploma,Medium,38,34,41,1,No,5,No,No,Good,No
4RA17CS003,17,male,20,Urban,SSLC,PUC/Diploma,Poor,89,87,75,0,Yes,5,No,Yes,Good,No
4RA17CS004,17,female,20,Rural,SSLC,SSLC,Rich,80,65,66,0,Yes,5,Yes,Yes,Good,No
4RA17CS005,17,female,21,Rural,SSLC,PUC/Diploma,Rich,39,40,34,1,No,5,No,Yes,Good,Yes
4RA17CS006,17,male,20,Urban,SSLC,SSLC,Rich,96,94,85,0,No,1,Yes,Yes,Good,Yes
4RA17CS007,17,female,20,Rural,PUC/Diploma,SSLC,Medium,81,66,78,0,Yes,2,No,No,Poor,No
4RA17CS008,17,female,20,Urban,PUC/Diploma,PUC/Diploma,Medium,47,39,26,1,Yes,1,No,Yes,Good,No
4RA17CS009,17,male,20,Rural,PUC/Diploma,PUC/Diploma,Medium,61,61,53,0,No,4,Yes,Yes,Good,No
